TrajID,IMEI,IMSI,MRTime,Longitude,Latitude,Altitude,Accuracy,Speed,Dbm,isGsm,SignalToNoiseRatio,EvdoEcio,Level,BLevel,BCapacity,X,Y,Z,X_theta,Y_theta,Z_theta,Num,Mcc_1,Mnc_1,RNCID_1,CellID_1,Arfcn_1,Basic_psc_pci_1,Lon_1,Lat_1,AsuLevel_1,SignalLevel_1,Dbm_1,Type_1,Mcc_2,Mnc_2,RNCID_2,CellID_2,Arfcn_2,Basic_psc_pci_2,Lon_2,Lat_2,AsuLevel_2,SignalLevel_2,Dbm_2,Type_2,Mcc_3,Mnc_3,RNCID_3,CellID_3,Arfcn_3,Basic_psc_pci_3,Lon_3,Lat_3,AsuLevel_3,SignalLevel_3,Dbm_3,Type_3,Mcc_4,Mnc_4,RNCID_4,CellID_4,Arfcn_4,Basic_psc_pci_4,Lon_4,Lat_4,AsuLevel_4,SignalLevel_4,Dbm_4,Type_4,Mcc_5,Mnc_5,RNCID_5,CellID_5,Arfcn_5,Basic_psc_pci_5,Lon_5,Lat_5,AsuLevel_5,SignalLevel_5,Dbm_5,Type_5,Mcc_6,Mnc_6,RNCID_6,CellID_6,Arfcn_6,Basic_psc_pci_6,Lon_6,Lat_6,AsuLevel_6,SignalLevel_6,Dbm_6,Type_6,Mcc_7,Mnc_7,RNCID_7,CellID_7,Arfcn_7,Basic_psc_pci_7,Lon_7,Lat_7,AsuLevel_7,SignalLevel_7,Dbm_7,Type_7,mode
0,862305032225518.1,460091042103139.06,1521792527731.0,121.4960258,31.28293903,45.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-4.0100097660000005,-83.31756592,65.82183838,3.002786398,-0.097884804,-0.12937139,3,460,1,6266,8914443,0,416,0,0,66,4,-74,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,62,4,-78,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,57,4,-83,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792528772.0,121.4960442,31.28294909,42.0,10.0,0.0,-109,True,-1,-1,5,58,4000,-3.1402587889999998,-84.51690674,66.72210693,3.0246610639999996,-0.129600167,-0.116056725,3,460,1,6266,8914443,0,416,0,0,66,4,-74,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,62,4,-78,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,57,4,-83,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792529835.0,121.4960442,31.28294909,42.0,10.0,0.0,-109,True,-1,-1,5,58,4000,-5.05065918,-88.71765137,68.2220459,3.0031495089999996,-0.189793214,-0.130719751,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,66,4,-74,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792530915.0,121.49604939999999,31.28294037,39.0,9.0,0.0,-109,True,-1,-1,5,58,4000,7.249450684,-84.51690674,74.52239990000001,-2.9689307210000004,-0.128461674,0.12181331199999999,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,66,4,-74,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792531976.0,121.49604939999999,31.28294037,39.0,9.0,0.0,-109,True,-1,-1,5,58,4000,7.5988769529999995,-76.71661377,73.92120361,-2.918354988,-0.043123957000000004,0.143685877,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,65,4,-75,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,64,4,-76,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792533032.0,121.49605,31.28295314,39.0,10.0,0.0,-109,True,-1,-1,5,58,4000,-2.79083252,-68.01757813,67.92144775,3.0017154219999997,-0.020545263,-0.103143036,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,65,4,-75,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,64,4,-76,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792534116.0,121.49605,31.28295314,39.0,10.0,0.0,-109,True,-1,-1,5,58,4000,-2.450561523,-72.51739502,67.32177734,3.105238438,-0.189267501,-0.008918508,3,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,57,4,-83,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,57,4,-83,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792535171.0,121.4960473,31.28294109,37.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-2.97088623,-74.01733398,68.82171631,3.102325439,-0.207072377,-0.006258849,3,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,57,4,-83,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,57,4,-83,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792536235.0,121.4960473,31.28294109,37.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-4.0100097660000005,-73.71673584,67.02270508,3.0866339210000002,-0.20326744,-0.010533958000000001,3,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,56,4,-84,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,61,4,-79,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792537292.0,121.4960602,31.28294859,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-2.79083252,-76.4175415,67.32177734,3.1295650010000005,-0.276723534,0.025022392999999997,3,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,56,4,-84,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,61,4,-79,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792538353.0,121.4960602,31.28294859,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-3.311157227,-76.11694336,66.42150879,3.1159591669999998,-0.257137448,0.014905578999999999,2,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792539414.0,121.4960602,31.28294859,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,6.900024414,-83.01696777,73.3215332,-2.923208952,-0.447064787,0.228296101,2,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792540473.0,121.4960763,31.28295643,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,7.080078125,-75.2166748,74.22180176,-2.867830992,-0.27296590800000003,0.255951345,2,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792541616.0,121.4960763,31.28295643,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-8.340454102,-27.21710205,108.72192379999998,-1.750556946,0.664655983,1.6233620640000002,2,460,1,6266,8914443,0,416,0,0,69,4,-71,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,63,4,-77,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792542575.0,121.4960804,31.28294736,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-42.46063232,-24.21722412,109.022522,-1.82285285,1.104767323,2.122651339,2,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,64,4,-76,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792543657.0,121.4960804,31.28294736,36.0,11.0,0.0,-109,True,-1,-1,5,58,4000,-56.31103516,-29.91638184,112.6220703,-2.203753233,1.481193662,2.652131796,2,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,64,4,-76,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792544732.0,121.49607079999998,31.28293788,41.0,6.0,0.0,-109,True,-1,-1,5,58,4000,-68.61114502,-42.2164917,129.1213989,2.525934935,1.292999864,-2.009488583,5,460,1,6266,8914443,0,416,0,0,70,4,-70,LTE,2147483647.0,2147483647.0,6266,8966687,0.0,103,0.0,0.0,54,4,-86,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,53,4,-87,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,54,4,-86,LTE,2147483647.0,2147483647.0,6266,8966677,0.0,102,0.0,0.0,54,4,-86,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792545811.0,121.49607079999998,31.28293788,41.0,6.0,0.0,-109,True,-1,-1,5,58,4000,-59.42993164,-33.51745605,125.2212524,0.8722050790000001,1.4884769919999998,-0.412155837,5,460,1,6266,8914443,0,416,0,0,70,4,-70,LTE,2147483647.0,2147483647.0,6266,8966687,0.0,103,0.0,0.0,54,4,-86,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,53,4,-87,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,54,4,-86,LTE,2147483647.0,2147483647.0,6266,8966677,0.0,102,0.0,0.0,54,4,-86,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
0,862305032225518.1,460091042103139.06,1521792546892.0,121.49606979999999,31.28294531,43.0,6.0,0.0,-109,True,-1,-1,5,58,4000,-54.41131592,-29.31671143,115.32135009999999,0.511551917,1.290634036,-0.022484686,5,460,1,6266,8914443,0,416,0,0,65,4,-75,LTE,2147483647.0,2147483647.0,6266,10779659,0.0,489,0.0,0.0,55,4,-85,LTE,2147483647.0,2147483647.0,6266,8966687,0.0,103,0.0,0.0,53,4,-87,LTE,2147483647.0,2147483647.0,6266,8966677,0.0,102,0.0,0.0,46,4,-94,LTE,2147483647.0,2147483647.0,6266,12842783,0.0,388,0.0,0.0,58,4,-82,LTE,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,-1.0,-1.0,-999,-999,-1.0,-999,-1.0,-1.0,-999,-999,-999,-1,0
