198.75,221.26161971830987,424.7
195.35000000000002,218.86989436619717,416.3
192.25,218.51719483568078,424.7
185.5,214.69360328638498,424.0
176.35000000000002,205.22042253521124,414.0
173.05,201.42535211267608,402.5
169.64999999999998,197.47494131455397,397.4
183.2,212.31901408450702,424.2
156.55,192.44213615023475,392.6
152.8,188.98280516431925,385.5
150.45,187.87095070422535,382.7
143.7,184.187382629108,382.3
141.4,178.28961267605635,369.0
138.6,178.29166666666666,376.6
136.05,175.57347417840373,367.5
135.25,174.6031690140845,361.2
134.85000000000002,169.63538732394366,355.4
129.45,164.66484741784038,341.1
134.2,167.96273474178403,342.7
121.4,157.6463615023474,332.3
114.4,154.29829812206572,330.7
121.8,155.18075117370893,329.3
114.4,154.86701877934274,327.6
114.6,153.76719483568075,325.1
111.4,151.3325704225352,317.9
110.3,147.55710093896715,314.3
110.05,148.36596244131454,312.4
101.65,142.90704225352115,306.0
99.65,135.94524647887323,286.8
100.7,135.06044600938966,283.6
105.9,140.05451877934274,292.2
119.5,153.86549295774648,321.6
92.4,133.43433098591547,292.1
88.3,127.88691314553989,276.3
91.35,132.22429577464789,285.0
85.55,123.95727699530516,270.0
76.65,117.10252347417841,266.4
78.95,115.15469483568074,250.4
92.2,130.1843896713615,288.8
81.45,118.2588028169014,258.1
81.1,117.5431338028169,253.0
74.25,111.40035211267606,240.5
82.0,119.14342723004694,269.2
78.35,116.42411971830987,252.9
77.25,114.7650234741784,253.0
76.1,113.23034037558685,254.3
73.30000000000001,110.19401408450703,237.7
76.7,113.9974765258216,250.4
70.95,110.99730046948355,252.1
74.4,113.25586854460094,255.4
74.1,115.50950704225352,263.7
80.5,120.65845070422533,251.8
78.65,121.33838028169012,278.9
68.3,111.30704225352113,268.0
76.85,117.8531690140845,265.4
80.75,118.92165492957747,256.6
84.9,128.12664319248827,292.7
86.05,123.74307511737089,280.1
75.25,115.52294600938967,267.2
87.45,127.11255868544602,279.9
71.8,110.85850938967134,251.3
66.65,108.08004694835682,251.8
66.0,107.06772300469483,252.7
67.45,109.72846244131456,253.3
60.0,102.48732394366199,236.9
65.55,103.62535211267604,244.0
63.3,104.3243544600939,241.0
68.05,107.58585680751175,238.9
65.3,102.77106807511737,231.9
56.55,94.48497652582161,214.2
54.2,93.27723004694838,206.7
54.95,94.45528169014085,216.8
52.9,91.51097417840374,213.8
53.2,90.37147887323944,206.2
52.4,89.01009389671363,205.5
51.55,89.14859154929576,199.2
54.0,90.90099765258215,207.0
92.0,139.01602112676056,319.3
91.5,130.93233568075115,279.7
53.5,90.88333333333334,211.9
52.25,90.02411971830986,210.9
47.05,82.73926056338027,192.9
44.849999999999994,80.72992957746479,185.9
43.8,80.08597417840376,186.2
43.650000000000006,80.91701877934273,191.4
43.45,79.42576291079813,185.8
47.2,82.31619718309858,189.3
45.650000000000006,82.46044600938967,187.4
45.2,82.45217136150235,194.6
51.150000000000006,87.50475352112679,195.6
69.0,115.55997652582158,270.8
63.05,99.7605633802817,214.8
50.4,88.05481220657276,207.3
49.0,82.42241784037557,189.1
46.849999999999994,82.34278169014085,184.9
43.7,79.23403755868544,183.9
42.0,77.44606807511735,183.0
45.7,81.2863262910798,190.0
47.1,84.12177230046949,198.9
41.4,74.90569248826291,173.8
